STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810613,81,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810614,87,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810615,89,72
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810616,88,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810617,73,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810618,81,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810619,83,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810620,79,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810621,79,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810622,79,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810623,75,54
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810624,81,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810625,80,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810626,70,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810627,73,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810628,79,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810629,84,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810630,87,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810701,79,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810702,75,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810703,81,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810704,81,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810705,80,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810706,84,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810707,87,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810708,90,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810709,91,74
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810710,84,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810711,85,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810712,87,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810713,82,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810714,79,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810715,79,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810716,79,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810717,83,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810718,87,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810719,86,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810720,81,71
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810721,79,63
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810722,78,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810723,77,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810724,83,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810725,87,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810726,82,69
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810727,83,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810728,80,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810729,69,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810730,80,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810731,83,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810801,87,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810802,85,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810803,82,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810804,84,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810805,80,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810806,76,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810807,77,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810808,79,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810809,79,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810810,83,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810811,80,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810812,80,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810813,81,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810814,82,65
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810815,77,66
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810816,72,55
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810817,73,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810818,77,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810819,80,50
